"Text"	"No. words in text"	"No. hits in text"	"Freq. per million words"
180_GuiAbb_SpeFid	16625	3	180.45
180_HeSMaTo_NaReAbS	41106	1	24.33
180_HenSal_TrDePuS	14617	3	205.24
180_JoSLaLe_ViDeStA	3369	4	1187.3
181_HerBur_CoInEpP2	568167	222	390.73
181_HerBur_CoInIs3	274056	32	116.76
181_HilJun_DeCon2	5891	1	169.75
181_PetDiv_GeAbBe	3910	1	255.75
181_RaiAbb_InCaGe	4430	3	677.2
182_AuInBeC_Append33	23147	10	432.02
182_BerCla_ApAdGu	10571	3	283.8
182_BerCla_CoQuCaE	8508	1	117.54
182_BerCla_DeCon3	33202	2	60.24
182_BerCla_DeCon4	11131	2	179.68
182_BerCla_DeDiDe2	13785	9	652.88
182_BerCla_DeGrEtL4	14329	1	69.79
182_BerCla_DeGrHuE	16179	5	309.04
182_BerCla_DeLaNoM	10171	2	196.64
182_BerCla_DePrEtD	16938	1	59.04
182_BerCla_Episto308	219585	11	50.09
182_BerCla_SuHyJeN	279	1	3584.23
182_BerCla_ViSMa19	22025	1	45.4
183_AucInc_FlSeSeE	2913	2	686.58
183_BerCla_DeAdDo	10488	4	381.39
183_BerCla_DeLaViM	16472	1	60.71
183_BerCla_DoIPoOc	3784	6	1585.62
183_BerCla_DoViPoP	3622	1	276.09
183_BerCla_InAnBVM	7704	5	649.01
183_BerCla_InAsBVM	7349	1	136.07
183_BerCla_InAsDo	11809	2	169.36
183_BerCla_InCaJe	3313	1	301.84
183_BerCla_InCoDo	1496	1	668.45
183_BerCla_InCoSPa	2736	1	365.5
183_BerCla_InDeEc	9320	2	214.59
183_BerCla_InDoPa	4168	5	1199.62
183_BerCla_InEpDo	5556	1	179.99
183_BerCla_InFeOmS	13669	5	365.79
183_BerCla_InFePe	5543	1	180.41
183_BerCla_InFeSMa	4724	3	635.06
183_BerCla_InFeSMi	2739	1	365.1
183_BerCla_InNaBVM	4940	2	404.86
183_BerCla_InNaDo	7525	2	265.78
183_BerCla_InNaSBe	3321	1	301.11
183_BerCla_InNaSJo	3201	4	1249.61
183_BerCla_InNaSVi	2578	4	1551.59
183_BerCla_InObDHu	2359	1	423.91
183_BerCla_InPsQuH	35490	8	225.42
183_BerCla_InQua	5384	5	928.68
183_BerCla_InSep	2379	2	840.69
183_BerCla_InTeRe	4486	2	445.83
183_BerCla_Parabo	7635	3	392.93
183_BerCla_SeDeDi2	106579	24	225.19
183_BerCla_SeInCaC	210141	62	295.04
183_NicCla_PrAlPa	4774	1	209.47
184_AelRie_DeJePuD	9512	5	525.65
184_AelRie_InAdDo	4963	3	604.47
184_ArDeBo_SpeMon2	1085	2	1843.32
184_AuInBeC_DeInDo	21707	5	230.34
184_AuInBeC_FoHoVi2	1755	2	1139.6
184_AuInBeC_InCaBVi	3209	1	311.62
184_AuInBeC_LaInPaC	1616	1	618.81
184_AuInBeC_MeDeHuC	11427	5	437.56
184_AuInBeC_OpInVeA	4513	5	1107.91
184_AuInGuV_ScaCla	4365	1	229.1
184_AucInc_AdClInC	2638	2	758.15
184_AucInc_AdPaInS	4836	2	413.56
184_AucInc_DeCha2	27267	3	110.02
184_AucInc_DeCon5	3964	1	252.27
184_AucInc_DeExSsS	4858	8	1646.77
184_AucInc_DeMiHu	2017	1	495.79
184_AucInc_DeMoBeV	56082	25	445.78
184_AucInc_DeOrVi	11067	3	271.08
184_AucInc_DeStVi2	10325	4	387.41
184_AucInc_InAnSaR	8306	2	240.79
184_AucInc_InAsBVi	3774	5	1324.85
184_AucInc_InCoDo2	2380	3	1260.5
184_AucInc_InNaSJo2	4820	2	414.94
184_AucInc_InsSac	9640	4	414.94
184_AucInc_Instru3	787	1	1270.65
184_AucInc_MeInPaE	14406	3	208.25
184_AucInc_Senten10	9061	5	551.82
184_AucInc_Solilo2	5379	2	371.82
184_AucInc_VitMys	51942	21	404.3
184_GauCla_DeCoSiC	19637	4	203.7
184_GiDeHo_SeInCaS	125990	19	150.81
184_GiDeHo_TraAsc2	19606	2	102.01
184_GuVPrCa_Episto310	27996	8	285.76
184_GuiAbb_DeNaEtD2	13752	3	218.15
184_NicCla_InFeSNi	2060	1	485.44
184_NicCla_InNaDo2	8831	1	113.24
184_OgeLuc_DeVeDoI	37768	5	132.39
185_AlaAnt_VitIi2	25215	9	356.93
185_AucInc_ApAdDi2	16011	1	62.46
185_AucInc_ChrCla	1951	1	512.56
185_AucInc_ExoMag	114184	17	148.88
185_AucInc_ViSPe2	5576	1	179.34
185_AucVar_CaSBe	2981	1	335.46
185_ErnBon_LibIi	15629	2	127.97
185_GauCla_LibIii	9021	2	221.7
185_GauCla_Sermo6	6425	1	155.64
185_GuSTh_LibI	18931	9	475.41
185_GueIgn_SePeAn	106850	15	140.38
185_HeTuInS_DeMir2	47539	8	168.28
185_HeTuInS_Fragme10	5936	2	336.93
185_JoaEre_VitIv	9456	5	528.76
185_OdDeDe_DePrLuV	18534	8	431.64
185_Philot_CarEnc	5950	3	504.2
186_CoSDiGu_EpEnDeM	1693	2	1181.33
186_GuSDi_VitSug	6522	2	306.65
186_JosSue_ExSyEtO	8243	2	242.63
186_RobPul_Senten11	171510	56	326.51
186_ZacChr_DeCoEv2	293065	92	313.92
187_Gratia_CoDiCa	555614	92	165.58
188_AdrIv_EpEtPr32	103109	1	9.7
188_AmeLau_HoDeMaV	21690	3	138.31
188_AnsHav_ApPrOrC	9994	1	100.06
188_AnsHav_DeOrCaR	11946	2	167.42
188_AnsHav_Dialog6	48711	1	20.53
188_HugMet_Episto317	1278	1	782.47
188_OdoMor_Sermon41	6218	3	482.47
188_OrdVit_HisEcc3	428954	35	81.59
189_AucInc_VitAlt4	5896	1	169.61
189_ErnBon_CoInPsC	10092	1	99.09
189_ErnBon_DeCaOpC	32048	20	624.06
189_ErnBon_DeLaBMa	2864	1	349.16
189_ErnBon_DeOpSeD2	26938	2	74.24
189_ErnBon_DeViVeD2	15689	5	318.69
189_ErnBon_Medita3	13837	3	216.81
189_PetClu_AdPeHa	66136	8	120.96
189_PetClu_AdSeSa	29640	1	33.74
189_PetClu_AdvJud4	75578	3	39.69
189_PetClu_DeMir3	45225	7	154.78
189_PetClu_EpAdPeD	10820	2	184.84
189_PetClu_EpiAdd2	3795	2	527.01
189_PetClu_Episto318	175323	19	108.37
189_PetClu_Sermon42	25725	1	38.87
189_PetClu_StaClu	10910	2	183.32
189_PetPic_Panegy3	4323	1	231.32
189_WibCor_Episto319	127125	3	23.6
190_AucInc_PaIiSTh	11746	4	340.54
190_AucInc_PaSThCa	17167	3	174.75
190_AucVar_DocHis	28109	1	35.58
190_EdwGri_ViISThC	24991	6	240.09
190_GilFol_Episto321	143776	6	41.73
190_HeDeBo_LibMel	53293	3	56.29
190_HeDeBo_ViSTh4	104915	5	47.66
190_JoSaAlT_ViIvEtV	17644	1	56.68
190_RoDePo_ViIiSTh	22254	1	44.94
190_ThoCan_Episto320	138706	4	28.84
190_WiFiSt_ViIiSTh2	40939	5	122.13
190_WilCan_ViViSTh	8950	2	223.46
191_PetLom_CoInEpP3	207002	69	333.33
191_PetLom_CoInPs3	674742	70	103.74
192_Bandin_DeCrMuE	20226	6	296.65
192_Bandin_DeVeInE	8704	1	114.89
192_HugRot_CoHaSuT2	21178	6	283.31
192_HugRot_DeFiCaE	10925	1	91.53
192_HugRot_Dialog7	53121	2	37.65
192_HugRot_TrDeMe	11976	1	83.5
192_HugRot_ViSAd3	2809	1	356
192_PetLom_CoInEpP4	264743	55	207.75
192_PetLom_Senten12	293155	51	173.97
193_GerRei_CoAuInP	594010	98	164.98
193_GerRei_EpiGer	64583	12	185.81
194_ArnRei_FrExLiC	3782	1	264.41
194_ArnRei_ScuCan	16744	4	238.89
194_AucVar_EpDeVeS	3760	3	797.87
194_GerRei_DeGlEtH	42754	5	116.95
194_GerRei_ExInCaE	3853	2	519.08
194_GerRei_ExInCaH	9714	3	308.83
194_GerRei_LiDeAeD	54342	12	220.82
194_GerRei_LiEpAdI	22996	1	43.49
194_GerRei_SyDeHeI	15849	2	126.19
194_GerRei_ViBeEtW	7844	3	382.46
194_HugPic_HiViMo	53332	1	18.75
194_IsDeSt_EpDeOfM	3019	2	662.47
194_IsDeSt_Sermon43	98018	10	102.02
195_AelRie_DeSpAm	20897	5	239.27
195_AelRie_SeDeOn	69760	21	301.03
195_AelRie_SeDeTe2	79550	20	251.41
195_AelRie_SpeCha	56566	22	388.93
195_AelRie_ViSEdRe	23347	5	214.16
195_AucInc_CoSpCh	17365	6	345.52
195_AugHip_ExDeMa	1856	1	538.79
195_EckSch_SeCoCa	43523	29	666.31
195_EckSch_ViSEl4	35516	7	197.09
195_HenHun_EpDeCoM	4968	2	402.58
195_HenHun_HisAng	81980	13	158.58
195_WoSPa_CoInCaC9	128053	19	148.38
196_ErSVi_EpErAb	2220	1	450.45
196_NicCla_EpNiCl	28453	8	281.17
196_OdSVi_EpiOdo	8445	5	592.07
196_RiSVi_AdMyInP	67764	7	103.3
196_RiSVi_BenMaj	63075	12	190.25
196_RiSVi_BenMin	28537	2	70.08
196_RiSVi_DeDiSaA	7665	1	130.46
196_RiSVi_DeEmm	30261	18	594.83
196_RiSVi_DeErHoI	63617	5	78.6
196_RiSVi_DeExMaE	19334	2	103.44
196_RiSVi_DeGrCh	6676	2	299.58
196_RiSVi_DeNoDiS	4842	12	2478.31
196_RiSVi_DeQuGrV	8690	5	575.37
196_RiSVi_ExAlPaD	9177	1	108.97
196_RiSVi_ExInCaC7	59295	28	472.22
196_RiSVi_InApJo	98661	3	30.41
197_GoMoThM_ViSHi12	16439	2	121.66
197_Hildeg_Episto325	110192	25	226.88
197_Hildeg_ExReSBe	5735	7	1220.58
197_Hildeg_LiDiOpS	145217	67	461.38
197_Hildeg_ScHiSiL	170250	27	158.59
197_Hildeg_SoQuXx	6665	6	900.23
197_Hildeg_SuDiNaC	98088	162	1651.58
197_Hildeg_ViSDi	9783	4	408.87
197_Hildeg_ViSRu	5886	2	339.79
198_AdaSco_DeOrHaE	88738	19	214.11
198_AdaSco_DeTrGeC	23585	1	42.4
198_AdaSco_DeTrTa	90923	9	98.98
198_AdaSco_LiSoDeI	12633	11	870.74
198_AdaSco_Sermon45	182647	18	98.55
198_GodVit_Panthe	70739	6	84.82
198_PetCom_HisSch	309998	96	309.68
198_PetCom_Sermon46	80594	40	496.31
199_JoaCor_EuAdAlI	21179	2	94.43
199_JoaSar_CaDeMeC	1657	2	1207
199_JoaSar_EnDeDoP	14392	1	69.48
199_JoaSar_Episto326	169323	6	35.44
199_JoaSar_Metalo	59272	1	16.87
199_JoaSar_Polycr	214060	73	341.03
199_JoaSar_ViSAnCa	13808	7	506.95
200_AleIii_EpEtPr33	465190	10	21.5
200_CaDeAr_ViAlIi	26808	3	111.91
201_ArnLex_Episto328	57560	2	34.75
201_ArnLex_Sermon47	9453	2	211.57
201_Arnulf_TrDeScO	9847	4	406.22
201_GuiTyr_HiReGeI	298046	37	124.14
201_LucIii_EpEtPr34	119901	1	8.34
202_GilFol_ExInCaC8	79042	10	126.52
202_GreVii_EpEtPr36	11020	1	90.74
202_HugEte_DeAnCoE	28938	4	138.23
202_HugEte_DeHaGr	83131	1	12.03
202_JoaBel_RaDiOf	74256	17	228.94
202_PetCel_DeCon6	5817	2	343.82
202_PetCel_DePan	58071	38	654.37
202_PetCel_Episto330	100503	17	169.15
202_PetCel_MyEtMoE	17836	4	224.27
202_PetCel_Sermon48	141490	71	501.8
202_PetCel_TrDeDiC	24163	8	331.08
203_PhDeHa_CoInCaC10	150954	21	139.12
203_PhDeHa_DeInCl	260707	29	111.24
203_PhDeHa_DeSaPrH	14757	1	67.76
203_PhDeHa_DeSoReN	3724	1	268.53
203_PhDeHa_Episto332	86006	8	93.02
203_PhDeHa_MoInCaC	46140	7	151.71
203_PhDeHa_ViBGiCo	5349	1	186.95
203_PhDeHa_ViBOdVi	7272	5	687.57
203_PhDeHa_ViSAu5	13426	4	297.93
203_PhDeHa_ViSWa3	4904	5	1019.58
204_BalCan_DeSaAl5	67219	95	1413.29
204_BalCan_TraDiv	87598	11	125.57
204_BeFoCa_AdWaSe	23614	3	127.04
204_Bonacu_VitHae	8476	5	589.9
204_CleIii_Decret16	10239	1	97.67
204_CleIii_EpEtPr37	79147	1	12.63
204_Ermeng_ConWal	17802	14	786.43
204_GerIth_ReDeDeW	613	1	1631.32
204_GerIth_ViSSt4	17706	7	395.35
204_GuiDan_ItFrGr	5095	1	196.27
204_GuiDan_ViHuDeL	19654	5	254.4
204_HeDeCaM_DePeCiD	74538	14	187.82
204_HeDeCaM_Episto333	13766	1	72.64
204_HenSep_DeDiFoE	8412	3	356.63
204_LaDeLe_GeEpEtA	18351	1	54.49
204_PetBer_Episto334	5084	1	196.7
204_ReSLaLe_CoInIxA	3530	1	283.29
204_ReSLaLe_DeClScM	10123	3	296.35
204_ReSLaLe_DePrMo2	6789	1	147.3
204_ReSLaLe_FlErSeV	3806	1	262.74
204_ReSLaLe_Lacrym	12585	4	317.84
204_ReSLaLe_PaViSeV	3410	2	586.51
204_ReSLaLe_ViEuLe	3190	1	313.48
204_ReSLaLe_ViSWo2	6520	1	153.37
204_StDeLi_DiEtFaS	5787	5	864.01
204_StDeMu_LibSen2	22125	8	361.58
204_StDeMu_Regula5	10618	4	376.72
205_GaSBaIn_Episto336	26610	4	150.32
205_GarLin_Sermon49	137815	34	246.71
205_MatVin_PaMeInL	19273	6	311.32
205_PetCan_VeAbCa6	17952	5	278.52
205_PetCan_VerAbb	276825	91	328.73
206_CoeIii_EpEtPr38	147776	2	13.53
206_ThCiJoA_CoInCaC11	388000	74	190.72
207_PetBle_CaEpSiD	6579	1	152
207_PetBle_CoInJo10	13112	10	762.66
207_PetBle_CoPeJu	20119	3	149.11
207_PetBle_DeAmChE	38583	5	129.59
207_PetBle_DeCoSa	6583	1	151.91
207_PetBle_DeXiUtT	7978	3	376.03
207_PetBle_DiInReH	5334	1	187.48
207_PetBle_Episto337	199060	42	210.99
207_PetBle_InInDeO	5290	1	189.04
207_PetBle_PaRePr	8287	1	120.67
207_PetBle_Poemat6	9259	18	1944.05
207_PetBle_Sermon50	99285	21	211.51
207_PetBle_TrQuSu	20622	1	48.49
208_LucTud_ViSMa20	6138	2	325.84
208_MarLeg_Sermon51	634386	160	252.21
209_AbsLun_Testam17	29289	6	204.86
209_AucInc_ViSWi4	21236	7	329.63
209_GuDeCa_Alexan	44312	5	112.84
209_HuVCl_StaAli	3550	1	281.69
209_HuVCl_Statut8	5942	2	336.59
209_MarLeg_ExInEpB2	15961	1	62.65
209_MarLeg_ExInEpI	17775	2	112.52
209_MarLeg_ExInEpI2	23651	3	126.84
209_MarLeg_ExLiAp	60388	2	33.12
209_MarLeg_SeDeDi3	56942	14	245.86
209_MarLeg_SeDeSa2	23948	6	250.54
209_ThDeRa_ViPeCl	13267	3	226.12
210_AlDeIn_Anticl	38278	2	52.25
210_AlDeIn_ConHae	54261	12	221.15
210_AlDeIn_DeArCaF	7630	1	131.06
210_AlDeIn_DeArPr2	40319	27	669.66
210_AlDeIn_DePlNa	20725	6	289.51
210_AlDeIn_DiDiTh	161196	36	223.33
210_AlDeIn_DicAli	5633	7	1242.68
210_AlDeIn_ElInCaC	24503	8	326.49
210_AlDeIn_LibPar2	5433	1	184.06
210_AlDeIn_LibPoe4	10628	16	1505.46
210_AlDeIn_LibSen3	11470	3	261.55
210_AlDeIn_Sermon53	14930	7	468.85
211_AbsSpr_Sermon54	139152	43	309.01
211_AdaPer_Episto342	52745	21	398.14
211_AdaPer_FraMar	5245	1	190.66
211_AdaPer_Marial	23278	1	42.96
211_PetPic_Senten13	232948	24	103.03
211_SteTor_Sermon55	3473	2	575.87
212_AegPar_Versus13	329	1	3039.51
212_GunCis_DeOrJeE	58039	21	361.83
212_GunCis_HiCaALa	15279	1	65.45
212_GunCis_Liguri	51646	13	251.71
212_HeFrMo_Chroni36	144651	32	221.22
212_HeFrMo_FloHel	18030	6	332.78
212_HeFrMo_Sermon56	119762	45	375.75
212_PeDeRiA_FrExAu	9451	10	1058.09
213_AucInc_DeDiOrE	20524	11	535.96
213_AucInc_DiDeCoA	5898	2	339.1
213_AucInc_ExOrDo2	3162	4	1265.02
213_BenAno_DeCon7	3640	1	274.73
213_BenAno_DePoEtT	19403	1	51.54
213_BenAno_DeStAn2	8166	2	244.92
213_BenAno_DiDeEsV	7909	10	1264.38
213_PeVaCe_HisAlb	76276	1	13.11
213_SicCre_Chroni37	42677	6	140.59
213_SicCre_MiSiSuD	187634	23	122.58
214_AucInc_GeInIi	45846	1	21.81
214_InnIii_ReSiEp	453227	15	33.1
215_InnIii_ReSiEp2	590331	12	20.33
216_InnIii_PrCoDe	41461	2	48.24
216_InnIii_ReSiEp3	376527	8	21.25
217_AuInInI_CoInViP2	85534	6	70.15
217_AuInInI_ReOrSSp	13112	3	228.8
217_InnIii_DeCoMu3	20780	10	481.23
217_InnIii_DeQuSpN	20735	3	144.68
217_InnIii_LiDeEl	7343	2	272.37
217_InnIii_MyEvLeE	70033	30	428.37
217_InnIii_SeDeDi4	20247	33	1629.87
217_InnIii_SeDeSa3	70532	22	311.92
217_InnIii_SeDeTe3	65763	23	349.74
217_InnIii_SerCom	25084	2	79.73
217_InnIii_SuAdReI	94408	1	10.59
