"Source","Target","Weight"
"epule","pastus","93.120038555412"
"esca","pastus","91.6093971105917"
"uictus2","pastus","86.3333271969936"
"alo","pastus","105.717447888542"
"potus3","pastus","100.453192128783"
"subsidium","pastus","90.0984399081107"
"comedo1","pastus","124.300145756549"
"copia","pastus","95.5390856363754"
"delicia","pastus","91.5186246144993"
"edulium","pastus","100.442743984307"
"esus","pastus","95.3736009431258"
"pabulum","pastus","71.0821704380966"
"panis","pastus","98.2291370982781"
"potus2","pastus","100.177533885352"
"saturitas","pastus","114.474436595321"
"coquo","pastus","122.825858363753"
"elinguo","pastus","162.400529418708"
"esurio1","pastus","123.313480098484"
"holus","pastus","111.827232635719"
"legumen","pastus","112.719696179929"
"nutrimentum","pastus","93.6293809550114"
"pascua","pastus","79.7914269019484"
"reficio","pastus","111.482147010111"
"ruminor","pastus","128.338044506593"
"cibus","reficio","121.661528879321"
"alimentum","reficio","121.754419214477"
"alimonia","reficio","120.811407264125"
"daps","reficio","100.58419389082"
"refectio","reficio","104.105180386808"
"epule","reficio","112.679092885329"
"esca","reficio","102.794880322058"
"uictus2","reficio","117.299005294041"
"alo","reficio","68.9027029434168"
"potus3","reficio","109.380498577027"
"subsidium","reficio","114.932797352173"
"comedo1","reficio","82.1335293551727"
"copia","reficio","117.888924403942"
"delicia","reficio","108.593921685969"
"edulium","reficio","99.4329359756014"
"esus","reficio","112.736277798804"
"pabulum","reficio","121.474007117402"
"panis","reficio","107.799561772553"
"potus2","reficio","107.483016253752"
"saturitas","reficio","88.0916741751499"
"coquo","reficio","95.6858641575999"
"elinguo","reficio","140.607418915267"
"esurio1","reficio","73.7863543553194"
"holus","reficio","99.806884295744"
"legumen","reficio","111.097064177673"
"nutrimentum","reficio","132.096756312476"
"pascua","reficio","114.799326780338"
"pastus","reficio","111.482147010111"
"ruminor","reficio","78.03034081009"
"cibus","ruminor","140.922449203583"
"alimentum","ruminor","143.964543763909"
"alimonia","ruminor","143.370895117862"
"daps","ruminor","119.51880101205"
"refectio","ruminor","128.767687602355"
"epule","ruminor","133.197001349015"
"esca","ruminor","121.46839178258"
"uictus2","ruminor","130.739886394891"
"alo","ruminor","76.1980738234221"
"potus3","ruminor","120.049695316013"
"subsidium","ruminor","134.24092306136"
"comedo1","ruminor","78.3467416886012"
"copia","ruminor","133.132173099828"
"delicia","ruminor","127.593165462806"
"edulium","ruminor","110.620641133358"
"esus","ruminor","121.406384634067"
"pabulum","ruminor","135.995011593609"
"panis","ruminor","115.948237456314"
"potus2","ruminor","119.203764206688"
"saturitas","ruminor","95.3974060354796"
"coquo","ruminor","89.0990006544322"
"elinguo","ruminor","121.73482055846"
"esurio1","ruminor","70.0254820025516"
"holus","ruminor","97.7962005659209"
"legumen","ruminor","108.963077393906"
"nutrimentum","ruminor","134.865725785424"
"pascua","ruminor","119.949939110048"
"pastus","ruminor","128.338044506593"
"reficio","ruminor","78.03034081009"
